# English-French dictionary created from OmegaWiki database
# Created on: 2018-06-03T19:46:02+00:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: https://www.dicts.info/uddl.php
# Contact us at: https://www.dicts.info/contact.php
9 ; nine	neuf
slipper	chausson ; pantoufle
slope	pente
slow	lent ; lente
sludge	boue
smallpox	variole
smile	sourire
smog	smog
smog warning	alerte au brouillard de fumée
smoke	fumée
smoking	tabagisme
snake	serpent
snow	neige
snowslide	avalanche
soaking	trempage
soap	savon
social behaviour	comportement social
social group	groupe social
social protection	protection sociale
social psychology	psychosociologie
social science	sciences sociales
social survey	enquête sociale
social welfare	bien-être social
society	société
socioeconomic aspect of human settlements	aspects socio-économiques des établissements humains
sociolinguistics ; sociology of language	sociolinguistique
sociology	sociologie
sock	chaussette
sodium	sodium
software	logiciel
software development	développement logiciel
soil	sol
soil fertilisation	fertilisation
soil fertility	fertilité du sol
soil science	sciences du sol
solar cell	cellule solaire
solar collector	capteur solaire
solar energy	énergie solaire
solar energy technology	technologie de l'énergie solaire
solar power station	centrale solaire
solar radiation	rayonnement solaire
solubility	solubilité
solvent	solvant
songbird	passereaux (passeriformes)
soot	suie
sorption	sorption
sound	son
sound measurement	mesure du niveau sonore
space ; space ; space (interplanetary) ; interplanetary space	espace ; espace ; espace (interplanétaire) ; espace interplanétaire
space travel	vol spatial
spasmodic croup	croup spasmodique
species	espèce
speech	discours
speed	vitesse
sphinx	sphinx
spider	araignée
spinach	épinards
spleen	lien ; rate
spoon	cuiller
sport	sport
spring	printemps
spring ; spring (hydrology, land)	source
spring water	eau de source
square	carré
stage	scène
standard	norme ; standard
staple food	aliments de base
star	étoile
starch	amidon
station	gare ; station
statistics	statistiques
steam generator	générateur de vapeur
steel	acier
sterilisation	stérilisation
steroid	stéroïde
stocking	garder en stock
stomach	estomac
stone	pierre
stork	cigogne
storm ; tempest	tempête
story	histoire
stove	étuve
strange ; odd	étrange
strategic	stratégique
strawberry	fraise
stress	stress
strontium	strontium
subject ; topic	sujet ; thème
submarine	sous-marin
subsidence	affaissement
subsidy	subvention
suburb	banlieue
sudden ; abrupt ; precipitous	soudain
sugar	sucre
suicide	suicide
sulphur	soufre
sulphur concentration	concentration en soufre
sulphur dioxide	dioxyde de soufre
summer	été
supermarket	supermarché
supernova	supernova
supply	offre
supply and demand	offre et demande
surface tension	tension superficielle
surgeon	chirurgien
surgery	chirurgie
surprise	étonner
swans, geese and ducks	anatidé
sweet	doux
sweetener	édulcorant
swimming pool	piscine
sword	épée
symbiosis	symbiose
symphony	symphonie
synagogue	synagogue
syndrome	syndrome
synecology	synécologie
syntax	syntaxe
syphilis	syphilis
syringe	seringue
table	table
tadpole ; polliwog	têtard
tailor	tailleur
takeover	acquisition ; rachat
tanker	camion citerne
tanker ; tanker (ship)	navire-citerne
tannin	tannin
tantalum	tantale
target group	groupe-cible
tax	taxe
taxonomy	taxonomie
tea	thé
teach	enseigner
teacher	professeur
teaching	enseignement
technetium	technétium
technology	technologie
technology transfer	transfert de technologie
telecommunications ; telecommunication	télécommunication
telemetry	télémétrie
television	télé ; télévision
television	télévision
television programme	programme télévisé
tellurium	tellure
temperature	température
ten	dix
tennis	tennis
teratogen	agent tératogène
terbium	terbium
terminology	terminologie
termite	termites
terracotta ; terracotta ; terracotta ; terra cotta	terre cuite ; terrecotta
territory	territoire
terrorism	terrorisme
terrorist	terroriste
tertiary sector	secteur tertiaire
test	test ; tester
testosterone	testostérone
textile industry	industrie textile
textile plant	plante textile
thallium	thallium
thank you	remerciement
theocracy	théocratie
theology	théologie
therapy	thérapie
thermal equipment	équipement thermique
thermal power plant	centrale thermique
thermodynamics	thermodynamique
thesis	thèse
thirst	soif
thorium	thorium
thousand	mille
three	trois
thulium	thulium
thumb	pouce
thunder	tonnerre
thunderstorm	orage
thyroid	thyroïde
tidal power station	centrale marémotrice
tidal water	eau de marée
tiger	tigre
timber forest	futaie
time	temps ; temps (durée)
timezone	fuseau horaire
tin	étain
tissue	tissu
titanium	titane
titanium dioxide	dioxyde de titane
toad	crapaud
tobacco	tabac
toe	orteil
together	ensemble
tomato	tomate
tomorrow	demain ; lendemain
tongue	langue
topography	topographie
topology	topologie
tornado	tornade
torpedo	torpille
tortoise	tortue terrestre
tourism	tourisme
toxic metal	métal toxique
toxic substance	substance toxique
toxicity	toxicité
toxicology	toxicologie
toxin	toxine
trace element	élément trace
tracheophyte ; vascular plant	trachéophyte
trade	commerce ; commercial
trade	commerce
trade and consumption	commerce et consommation
trades union	syndicat
traditional	traditionnel
traffic	trafic
traffic noise	bruit routier
train	train
training	formation
training centre	centre de formation
trajectory	trajectoire
transition element ; transition metal	élément de transition
translate ; interpret	traduire ; interpréter
translation	traduction
transpiration	transpiration
transport	transport
transport ; transportation	transport
travel	voyager
treaty	traité
tree	arbre
triangle	triangle
trigonometry	trigonométrie
tritium	tritium
trolley bus ; trolleybus	trolleybus
trombone	trombone
trophic level	niveau trophique
trophy	trophée
tropical forest	forêt tropicale
tropical plant	plante tropicale
tropical rain forest	forêt tropicale humide
tropics ; torrid zone	tropiques
trousers	pantalon
trout	truite
trumpet	trompette
truth	vérité
tulip	tulipe
tunafish	thon
tundra	toundra
tungsten	tungstène
tunnel	tunnel
turbidity	turbidité
turbine	turbine
turkey	dinde ; dindon
twin	jumeau
two	deux
typhoon	typhon
tyre	pneu
ultraviolet radiation	rayonnement ultraviolet
underground railway	métro
underground train	métro
unemployment	chômage
ungulate	ongulé
university ; university ; academy	université ; université ; académie
ununbium	ununbium
ununhexium	ununhexium
ununoctium	ununoctium
ununpentium	ununpentium
ununquadium	ununquadium
ununseptium	ununseptium
ununtrium	ununtrium
upbringing	éducation ; éducation (formation) ; formation
uranium	uranium
urbanisation	urbanisation
urine	urine
ursid	Ursidae
useful	utile
user	utilisateur
usurp	usurper
vaccination	vaccination
vacuum cleaner	aspirateur
valley	vallée
valuable	précieux
vampire	vampire
vanadium	vanadium
vandalism	vandalisme
vapour pressure	tension de vapeur
vector	vecteur
vegetable	légume
vegetable oil	huile végétale
vehicle	véhicule
ventilation	ventilation
verb	verbe
vertebrate	vertébré
veteran	vétéran
veterinarian	vétérinaire
veterinarian ; veterinary	vétérinaire
viable ; viable ; feasible	faisable
village	village
vinasse	vinasse
vinegar	vinaigre
vineyard	vignoble ; vigne
virology	virologie
virus	virus
viscosity	viscosité
vitamin	vitamine
vocabulary	vocabulaire
volatile substance	substance volatile
volatility	volatilité
volcanic eruption	éruption volcanique
volcanism	volcanisme
volcano	volcan
volleyball	volley-ball
voltage	tension ; voltage
voting	vote
vowel	voyelle
vulcanisation	vulcanisation
waiter	garçon ; serveur
wall	mur
walrus	morse
war	guerre
warm-blooded animal	animal à sang chaud
wasp	guêpe
waste	déchets
waste bin	poubelle
waste disposal act	loi relative à l'élimination des déchets
waste dump	décharge
waste paper	papier usagé
waste water	eau usée
waste water purification	épuration des eaux usées
water	eau
water ; body of water	eaux
water aeration	aération de l'eau
water cost	coût de l'eau
water desalination	dessalement de l'eau ; dessalage de l'eau
water flea	puce d'eau
water level	niveau d'eau
water mill	moulin à eau
water polo	water polo
water protection legislation	législation en matière de protection de l'eau
water pump	pompe à eau
water reservoir	réservoir d'eau
water resource	ressource en eau
water salination	augmentation de la salinité de l'eau
water supply	alimentation en eau
water treatment	traitement de l'eau
water well	puits d'eau
waterfall	cascade
waterfowl	avifaune aquatique
watershed	ligne de partage des eaux
weapon	arme
weather	temps
web ; spider web	toile d'araignée ; fil d'araignée
weed	mauvaise herbe
week	semaine
weekend	weekend
weight	poids
welding	soudage
well	puits
whale	baleine
whaling	pêche à la baleine
wheat	blé
wheelchair	fauteuil roulant
whey	lactosérum
white	blanc
wife ; spouse	épouse ; femme ; mariée
wiki	wiki
wild animal	animal sauvage
wild fauna ; wildlife ; wild animals	faune sauvage
