# English-German dictionary created from OmegaWiki database
# Created on: 2018-06-03T19:46:37+00:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: https://www.dicts.info/uddl.php
# Contact us at: https://www.dicts.info/contact.php
9 ; nine	neun
lepidopteran	Lepidoptera
less developed country	Entwicklungsländer
lethargy ; sluggishness ; languor	Lethargie ; Winterschlaf
letter	Buchstabe
lettuce	Salat ; Kopfsalat ; grüner Salat ; Häuptelsalat
leukaemia	Leukämie
level of education	Bildungsstand
levy	Abgabe
lexicon	Lexikon ; Wortschatz
liability	Haftpflicht
liability legislation	Haftungsrecht
liberalism	Liberalismus
librarian	Bibliothekar
library	Bibliothek
library service	Bibliotheksdienst
licencing procedure	Genehmigungsverfahren
lichen	Flechten
life cycle	Lebenszyklus
life science	Biowissenschaften
life-cycle management	Kreislaufwirtschaft
lifeguard	Bademeister
lifestyle	Lebensstil
light	Licht
lighting	Beleuchtung
lignite	Braunkohle
lignite mining	Braunkohlenbergbau
lime	Kalk
limestone	Kalkstein
limit value	Grenzwert
limnology	Limnologie
line	Linie
line source	Linienquellen
linear source of sound	Linienschallquelle
liner material	Dichtungsbahn
linguistics	Sprachwissenschaft ; Linguistik
lion	Leu ; Leu ; Löwe
lip	Lippe
lipid	Lipid
lipophilic substance	lipophiler Stoff
lipstick	Lippenstift
liquefied gas	Flüssiggas
liquid	Flüssigkeit
liquid manure	Flüssigmist
liquid state	flüssiger Zustand
liquid waste	flüssiger Abfall
literature	Literatur
literature data bank	Literaturdatenbank
literature evaluation	Literaturauswertung
literature study	Literaturstudie
lithium	Lithium
lithography	Lithographie
lithosphere	Lithosphäre
litigation	Rechtsstreit
litter	Unrat ; Streu
little finger ; pinkie	kleiner Finger
littoral	Litoral
liver	Leber
livestock	Viehbestand
livestock breeding	Tierzucht ; Viehzucht
livestock farming	Viehwirtschaft
living condition	Lebensbedingung
living environment	Lebensumgebung
living space	Lebensraum
living standard	Lebensstandard
lizard	Eidechse
load bearing capacity	Belastbarkeit
local afforestation	regionale Aufforstung
local authority	Kommunalbehörde
local development	Kommunalentwicklung
local finance	Kommunalfinanzen
local government	Kommunalverwaltung
local government policy	Kommunalpolitik
local heat supply	Nahwärmeversorgung
local passenger service	Personennahverkehr
local recreation	Naherholung
local resource utilisation	Verwendung lokaler Ressourcen
local traffic	Nahverkehr
location of industries	Industriestandort
locomotive	Lokomotive ; Lok
locust	Wanderheuschrecke
lodging	Quartier
logic	Logik
long	lang ; hoch
long-distance traffic	Fernverkehr
long-distance transport	weiträumiger Transport
long-term effect	Langzeitwirkung
long-term experiment	Langzeitversuch
longitude	Längengrad ; geografische Länge
lorry	Lastkraftwagen ; LKW ; Truck
loss	Verlust
loss of biotope	Biotopverlust
lottery	Lotterie
loudness	Lautstärke
love	Liebe ; Minne
love	lieben
low flow	Niedrigwasserabfluß
low-cost housing	sozialer Wohnungsbau
low-level flight	Tiefflug
low-level technology	Grundtechnologien
lubricant	Schmierstoff ; Schmiermittel
lumberjack	bûcheron ; Holzfäller ; Holzhacker ; Holzhauer
luminosity	Helligkeit ; Helligkeitsverteilung
lunch ; lunch ; lunch ; lunch ; luncheon	Mittagessen ; Mittagessen ; Mittagessen ; Mittagessen ; Mittagessen ; Lunch ; Lunch ; Lunch ; Lunch ; Lunch
lung	Lunge
lutetium	Lutecium ; Lutetium
lux	Lux
lye	Lauge
lymphatic system	Lymphsystem
lynx	Luchs
lysimetry	Lysimetrie
machine gun	Maschinengewehr
machine manufacture	Maschinenbau
machinery ; mechanism	Maschine
mackerel	Makrele
macroeconomic goal	gesamtwirtschaftliches Ziel
macroeconomics	Volkswirtschaftslehre
macrophyte	Markrophyt
macroscopic	makroskopisch
magnesium	Magnesium
magnetic tape	Magnetband
magnetism	Magnetismus
maintenance (technical) ; maintenance	Instandhaltung
maintenance of environment	Umweltpflege
major accident	großer Unfall
major risk	Hauptrisiko
major risk installation	Risikoanlage
malaria	Malaria
male ; man	Herr ; Kerl ; Mann ; Mannsbild ; Mannsperson
malformation	Missbildung
malnutrition	Unterernährung
mammal	Säugetier
man	Mensch
man-made climate change	anthropogener Klimawandel ; Klimaänderung (anthropogen)
management	Management ; Führung
management accounting	betriebliches Rechnungswesen
management contract	Bewirtschaftungsvertrag
management of natural resources	Naturpflege
management plan	Verwaltungsplan
management technique	Managementtechnik
mandarin ; Mandarin ; Standard Mandarin	Mandarin ; Hochchinesisch ; Putonghua
mandate	Mandat
manganese	Mangan
mango	Mango
mangrove	Mangrove
manpower	Arbeitskraft
manufacturing activity	produzierende Tätigkeit
manufacturing trade	produzierendes Gewerbe
manure	Dünger
manure production	Düngererzeugung
map	Karte ; Landkarte
map chart	Karte
mapping	Kartierung
mapping of lichens	Flechtenkartierung
maquis	Maquis
marble	Marmor
mare	Stute
marginal land	Grenzertragsboden
mariculture	marine Aquakultur
marina	Sporthafen ; Yachthafen ; Jachthafen
marine biology	Meeresbiologie
marine ecology	Meeresökologie
marine ecosystem	Meeresökosystem
marine engineering	Schiffstechnik
marine environment	Meeresumwelt
marine fauna	Meeresfauna
marine fishery	Meeresfischerei
marine geology	Meeresgeologie
marine mammal	Meeressäugetier
marine monitoring	Meeresüberwachung
marine organism	Meeresorganismen
marine park	Meerespark
marine pollution	Meeresverunreinigung
marine reserve	Meeresschutzgebiet
marital status	Familienstand
maritime law	Seerecht
maritime navigation	Seeschiffahrt ; Seeschifffahrt
maritime transport	Seeverkehr
marker	Markierungsstoff
market ; marketplace	Markt
market economy	Marktwirtschaft
market form	Marktform
market gardening	Handelsgärtnerei
market price	Marktpreis
market research	Marktforschung
market study	Marktstudie
marketing	Marketing
marsh	Sumpf
marsupial	Beuteltiere
mason ; bricklayer ; stonemason	Maurer
masonry	Mauerwerk
mass	Masse
mass media	Massenmedien
mass recreation	Massenerholung
mass transport	Stofftransport
material ; materials	Werkstoff
material life cycle	Stoffkreislauf
materials science	Werkstoffkunde
mathematical analysis	mathematische Analyse
mathematical method	mathematische Methode
mathematics	Mathematik
mausoleum	Mausoleum
maximum admissible concentration	MAK-Wert
maximum immission concentration	MIK-Wert
mayonnaise	Mayonnaise
mayor	Bürgermeister
meadow	Wiese
means of agricultural production	landwirtschaftliches Betriebsmittel
means of communication	Kommunikationsmittel
measuring	Messung
measuring instrument	Meßinstrument ; Messinstrument
measuring method	Meßmethode
measuring programme	Messprogramm
meat	Fleisch
mechanical equipment	mechanische Geräte und Anlagen
mechanical industry	Maschinenbauindustrie
mechanical vibration	mechanische Schwingung
medical science	Medizinwissenschaft
medicinal plant	Heilpflanze ; Medizinpflanze
medicine ; medicine (practice)	Medizin
megabyte	Megabyte
meitnerium	Meitnerium
melody ; tune	Melodie
melting	Schmelzen
membrane	Membran
mendelevium	Mendelevium
meningitis	Meningitis ; Hirnhautentzündung
menorah	Menora
merchant	Kaufmann
merchant shipping	Handelsschiffahrt
mercury	Quecksilber
metabolism	Stoffwechsel
metabolite	Stoffwechselprodukt
metainformation	Metainformation
metal	Metall
metal oxide	Metalloxid
metal product	Metallwaren
metal products industry	Metallwarenindustrie
metal waste	Altmetall
metallic mineral	metallisches Mineral
metallurgical industry	Hüttenindustrie
metallurgy	Metallurgie
metaphor	Metapher
metaphysics	Metaphysik
meteor ; meteor ; meteor ; meteor ; meteor ; shooting star ; falling star	Meteor ; Meteor ; Meteor ; Meteor ; Meteor ; Sternschnuppe
meteorite	Meteorit
meteorological disaster	Wetterkatastrophe
meteorological parameter	meteorologischer Parameter
meteorological phenomenon	Witterungserscheinung
meteorological research	meteorologische Forschung
meteorology	Meteorologie
methane ; marsh gas ; methyl hydride	Methan
methanisation	Methanisierung
methanol	Methanol
method	Methode
methodology	Methodik
metrology	Metrologie
metronome	Metronom
metropolis	Metropole
micro-organism	Mikroorganismen
microbiological analysis	mikrobiologische Analyse ; mikrobiologische Untersuchung
microbiology	Mikrobiologie
microclimate	Mikroklima
microclimatology	Mikroklimatologie
microcomputer	Mikrocomputer
microecosystem	Modellökosystem
microelectronics ; microminiaturization ; microsystem electronics	Mikroelektronik
microfiltration	Mikrofiltration
microphone	Mikrofon ; Mikrophon
micropollutant	Spurenstoffverunreinigung
microscopy	Mikroskopie
microwave	Mikrowellen
migrant labour	Wanderarbeitskräfte
migratory bird	Zugvogel
migratory fish	Wanderfisch
military activities	militärische Aktivitäten
military air traffic	Militärluftfahrt
military aspects	Militär und Umwelt ; militärische Aspekte
military equipment	militärische Ausrüstung
military zone	Militärgebiet
milk	Milch
mill	Mühle
millet	Hirse
mine	Bergwerk ; Mine
mine filling	Grubenzuschüttung
mineral	Mineral
mineral conditioner	mineralischer Bodenverbesserer
mineral deposit	Minerallagerstätte
mineral extraction	Mineralienabbau
mineral fibre	Mineralfaser
mineral industry	Mineralstoffindustrie
mineral matter	Mineralstoff
mineral oil	Mineralöl
mineral pollution	mineralische Verunreinigung
mineral resource	Bodenschätze
mineral waste	Mineralstoffabfall
mineral water	Mineralwasser
mineralisation	Mineralisation
mineralogy	Mineralogie
minimal cost planning	Minimalkostenplanung
minimisation of damage	Schadensminderung
mining district	Bergbaugebiet
mining industry	Bergbauindustrie
mining law	Bergrecht
mining product	bergbauliches Erzeugnis
mining regulation	Bergverordnung
mining site restoration ; mine reclamation	Sanierung von Bergbaugebieten
mining waste	Bergbauabfall
miniskirt ; mini-skirt	Minirock
minister competence	Ministerkompetenz
ministerial decree	Ministerialerlaß
ministry	Ministerium
ministry ; ministry building	Ministerium ; Ministeriumsgebäude
minor	Minderjährige
minority	Minderheit
minute	Minute
miscellaneous product	Mischprodukt
miscibility	Mischbarkeit
mist	Nebel
mistral	Mistral
mite	Milbe
mitigation measure	Begrenzungsmaßnahme
mitosis	Mitose
mixed farming	landwirtschaftlicher Mischbetrieb
mixed forest	Mischwald ; Mischwald
mixed use area	Gemengelage
mixing	Mischen
mobile home	Wohnmobil
mode of transportation	Beförderungsart
model	Modell
modelling	Modellieren
moisture	Feuchtigkeit
molar ; tooth	Zahn
molecular biology	Molekularbiologie
mollusc	Mollusken ; Weichtier
molybdenum	Molybdän
monetary assessment	monetäre Bewertung
monetary economics	Geldwirtschaft
monetary relations	Währungsbeziehungen
money market	Geldmarkt
monitoring	Monitoring ; Überwachung
monitoring criterion	Überwachungskriterium
monitoring data	Meßdaten
monitoring equipment	Meßgeräte ; Überwachungsausrüstung
monitoring network	Messstellennetz
monitoring station	Meßstelle
monitoring technique	Meßtechnik
monopoly	Monopol
month	Monat
monument	Denkmal
moon ; Luna ; Moon	Erdtrabant ; Mond ; Trabant
moon ; moon ; satelite ; satelite	Mond ; Mond ; Trabant ; Trabant
morphine	Morphin
morphology	Morphologie
mortality	Sterblichkeit
mosaic	Mosaik
mosque	Moschee
moss	Moos
motet	Motette
mother	Mutter ; Mama
mother-in-law ; mother in law	Schwiegermutter
motherhood ; maternity	Mutterschaft
motor fuel	Kraftstoff
motor vehicle	Kraftfahrzeug
motor vehicle exhaust gas	Kfz-Abgas
motor vehicle industry	Automobilindustrie ; Kfz-Industrie
motor vehicle pollution	Verunreinigung durch Kraftfahrzeuge
motorcycle ; motorbike	Kraftrad ; Motorrad
motorway ; pike ; expressway ; freeway ; state highway ; superhighway ; throughway ; thruway	Autobahn
mountain	Berg
mountain climate	Bergklima
mountain forest	Bergwald
mountain management	Bergwirtschaft
mountain protection	Bergschutz
mountain range	Gebirge ; Gebirge ; Gebirgszug ; Bergkette
mountain resort	Gebirgsort
mountainous area	Bergland
mouse	Maus
mowing	Mahd
mud	Schlamm
mud flat	Schlickwatt
mulch	Mulch
mule	Maultier
multilateral agreement	multilaterales Abkommen
multimedia technology	Multimediatechnologie
multinational firm	multinationales Unternehmen
multispectral scanner	Multispektralscanner
mumps	Mumps ; Ziegenpeter
municipal cleansing service	Stadtreinigung
municipal dumping	städtische Müllkippe
municipal environment plan	städtischer Umweltplan
municipal environmental policy	kommunale Umweltpolitik
municipal law	Gemeinderecht
municipal level	Kommunalebene
municipal waste	Siedlungsabfall
municipal water distribution system	Siedlungswasserversorgungssystem
municipal water management	Siedlungswasserwirtschaft
municipality	Gemeinde
muscular system	Muskelsystem
museum	Museum
mushroom	Champignon ; Pilz ; Pilz ; Champignons
music	Musik
musical	Musical
musician	Musiker ; Musikant ; Spielmann
musquito ; mosquito	Mücke ; Stechmücke
mussel farming	Muschelzucht
mustelid	Marder
mutagen	mutagener Stoff
mutagenicity	Mutagenität
mutagenicity testing	Mutagenitätsprüfung
mutant	Mutante
mutated micro-organisms release	Freisetzung von mutierten Mikroorganismen
mutation	Mutation
mycete	Myzeten ; Pilze
mycology	Mykologie
mycorrhiza	Mykorrhiza
mysterious	geheimnisvoll ; mysteriös ; geheimnisreich
myth	Mythos
nadir	Nadir
name ; proper name ; proper noun	Name ; Eigenname
napkin	Serviette
nappy	Windel
national accounting	Volkswirtschaftliche Gesamtrechnung
national boundary	Staatsgrenze
national economy	Volkswirtschaft
national environmental accounting	umweltökonomische Gesamtrechnung
national fishing reserve	nationales Fischereigebiet
national legislation	nationale Gesetzgebung
national park	Nationalpark
national planning	Landesplanung
nationalisation	Verstaatlichung
natural area	Naturgebiet
natural areas protection	Naturgebietschutz
natural disaster	Naturkatastrophe
natural environment	natürliche Umwelt
natural fertiliser	Naturdünger
natural fibre	Naturfaser
natural forest	Naturwald
natural gas	Erdgas
natural gas exploration	Erdgasexploration
natural gas extraction	Erdgasförderung
natural hazard	Naturgefahr
natural heritage	Naturerbe
natural heritage assessment	Bewertung von Naturerben
natural material	Naturstoffe ; Naturstoff
natural monument	Naturdenkmal
natural park	Naturpark
natural radioactivity	natürliche Radioaktivität
natural regeneration	natürliche Regeneration
natural resource	natürliche Ressource
natural resource conservation	Rohstoffschutz
natural risk	Naturrisiko
natural risk analysis	Naturrisikoanalyse
natural risks prevention	Naturrisikoverhütung
natural scenery	Landschaftsbild ; Naturlandschaft
natural science	Naturwissenschaft
natural stone	Naturstein
natural value	Eigenwert der Natur
nature conservation	Naturschutz
nature conservation legislation	Naturschutzrecht
nature conservation organisation	Naturschutzorganisation
nature conservation programme	Naturschutzprogramm
nature protection	Naturschutz
nature reserve	Naturschutzgebiet
nausea	Übelkeit
navigation	Schiffahrt ; Schifffahrt ; Navigation
navigational hazard	Navigationsgefahr
necrosis	Nekrose
need	Bedarf
neighbour ; vecino	Nachbar ; Nachbar ; Nachbarin
neighbourhood noise	Nachbarschaftslärm
nematode	Nematoden
neodymium	Neodym
neologism	Neologismus
neon	Neon
neoplasm ; tumour	Tumor
nepotism	Nepotismus ; Vetternwirtschaft ; Günstlingswirtschaft
neptunium	Neptunium
nervous system	Nervensystem
nesting	Nisten
nesting area	Nistgebiet
netting policy (emissions trading) ; netting policy	Netting Policy
neurology	Neurologie
neurotoxicity	Neurotoxizität
neutralisation	Neutralisierung
new ; novel	neu
new community	neue Gemeinschaft
